id,text,keywords,mapped_gri,score,source_file
18061c6e-1ff3-4624-8b41-59671134496c,※  Android OS 업그레이드 및 보안 업데이트의 사용 가능 여부와 시기는 제품과 시장에 따라,"업데이트, 업그레이드, 보안",GRI 418: Customer Privacy,0.85,삼성전자 지속가능경영보고서_2024.pdf
2e604955-d4dc-4ecf-aa1f-3b275f0bb7e4,"원단위 배출량, 용수 사용량 등의 지표를 관리하고 있습니다. 또한 제품 측면에서는 재생원료 사용 비율, 폐전자제품 회수량, 제품 평균 소비 전력량 등의 지표","평균, 전력량, 전자제품",GRI 306: Waste,0.85,삼성전자 지속가능경영보고서_2024.pdf
31fa915d-0856-46c4-a5a7-c4081bfe7a38,"황은 지속가능경영보고서 P.19, P.29~30 및 지속가능경영웹사이트에 공개된 제품환경 관리물질 운영규칙 을 참조하십시오.","보고서, 환경, 웹사이트",,0.85,삼성전자 지속가능경영보고서_2024.pdf
d6da9e02-00c8-44f8-af60-e481b0af5fba,"평가보고서의 대표농도 경로(RCP, Representative Concentration Pathways) 시나리오 및 국제 에너지기구(IEA, International Energy Agency)의","보고서, 국제, 에너지",,0.85,삼성전자 지속가능경영보고서_2024.pdf
e3efdc2c-1973-40ea-b0b5-0c24661faedc,지속할 계획입니다. 또한 사업장 온실가스 배출 감축을 위한 투자와 재생에너지 전환을 적극적으로 이행하고 제품 에너지 효율 개선을 위한 투자도 지속할 계,"온실가스, 지속, 효율",GRI 305: Emissions,0.85,삼성전자 지속가능경영보고서_2024.pdf
7b64e195-08a7-45ed-85cb-0fc0d68a154a,실가스 배출권 규제 대응 비용 및 재생에너지 구매 비용이 증가할 것으로 예상됩니다. 또한 글로벌 기후관련 규제 위반 및 기후변화 대응 미이행에 따른 소비,"기후변화, 기후, 가스",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
d4ccefae-a632-428d-a209-30bdfd714b5b,"삼성전자는 기후변화 등 환경과 관련된 사항을 사업운영과 재무적 성과에 직결되는 중요한 분야로 생각하며, 최고 의사결정기구인 이사회에서 이를 관장하고","기후변화, 환경, 전자",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
0826b524-2447-439b-be46-4d0afea394f4,1)  당사는 광주광역시청으로부터 2023년 8월 23일 광주사업장에 대한 「대기환경보전법」제31조 (배출시설과 방지시설의 운영) 제2항 위반으로,"환경보전, 광주, 방지",,0.85,삼성전자 지속가능경영보고서_2024.pdf
7a253baa-de24-4d74-bc98-c2ad26f84ba3,"기후변화 대응 전략 수립과 이행 과제 발굴, 투자 집행 등의 주요 사안에 대한 책임과 권한은 CEO에게 있습니다. 또한 실질적인 책임 이행을 위해 경영진의","기후변화, 책임, 전략",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
85d353a5-9abf-4335-8a46-a1fa6747cbe0,"‧  개발, 제조, 품질, 환경안전, 구매, 영업·마케팅 중 희망분야 교육 진행, 2023년","마케팅, 품질, 개발",,0.85,삼성전자 지속가능경영보고서_2024.pdf
e4a59904-fc4e-47d3-9733-faa3b02129d4,전력사용량이 많은 반도체 업종에 있어서 온실가스 배출권 가격 및 재생에너지 가격은 사업의 경쟁력과 직결되는 요소입니다. 또한 기후변화 관련 국가별,"기후변화, 온실가스, 경쟁력",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
6dc24198-3758-4551-a108-1f97a19da244,"삼성전자는 기후변화 관련 위험과 기회 관리를 위한 기업의 목표와 목표 대비 성과를 지속가능경영보고서, CDP 등을 통해 공개하고 있습니다.","기후변화, 보고서, 위험",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
f091575c-921d-4744-a178-e80fc3f70574,품의 매출 비중이 증가할 것으로 예상됩니다. 삼성전자는 이와 같은 시나리오에 대비하기 위해 초저전력 반도체 개발 및 제품 에너지 효율 개선을 위한 투자를,"전력, 증가, 전자",,0.85,삼성전자 지속가능경영보고서_2024.pdf
98bc6b1b-9039-4eec-9ff1-276f76ab070e,간이 인권영향평가(Simplified Human Rights Impact Assessment),"인권, 영향, 평가",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
d8e2cca0-3a97-4f69-8f09-a9007ea37707,삼성전자 지속가능경영보고서 2024Our CompanyAppendixMateriality AssessmentFacts & Figures PrinciplePlanetPeople환경성과,"삼성, 보고서, 환경성",,0.85,삼성전자 지속가능경영보고서_2024.pdf
e71e2474-387e-4a7d-9539-90abe40e2dfb,"삼성전자는 글로벌 규정(EU RoHS, REACH, TSCA 등)을 준수하고, 국내외 환경 기준을 반영하여 사내 규칙을 제정하여","국내외, 글로벌, 규칙",,0.85,삼성전자 지속가능경영보고서_2024.pdf
41793097-c563-4eef-91fd-e9e65950de97,3)  환경경영시스템 인증(ISO 14001 등) 보유 협력회사 비율 : 협력회사 거래 기본 계약서에 ISO 14001 또는 이와 동등한 표준 준수 요구,"계약서, 협력, 표준",,0.85,삼성전자 지속가능경영보고서_2024.pdf
47956e68-4da8-4297-9201-ad699a3910d3,"있습니다. 삼성전자의 유해물질 관리 현황은 지속가능경영보고서 P.19, P.29~30 및 지속가능경영웹사이트에 공개된 제품환경","보고서, 환경, 웹사이트",,0.85,삼성전자 지속가능경영보고서_2024.pdf
bc0113f1-3d76-4d4c-b715-16271525cec2,"2.4백만 원을 부과받았으며, 납부 완료하였습니다. 당사는 시스템 운영 협력업체 대상 교육 및 보안관련 계약을 강화하여","백만, 계약, 보안",GRI 418: Customer Privacy,0.85,삼성전자 지속가능경영보고서_2024.pdf
368b765e-1db5-4b8e-af8c-a3c8e88ff328,"자연재해로 인한 사업영향을 미연에 방지하기 위해, 환경, 안전, 방재 설비에 대한 투자를 지속하고 있으며, 이로 인해 보험료 인하가 예상됩니다.","환경, 안전, 자연재해",GRI 403: Occupational Health,0.85,삼성전자 지속가능경영보고서_2024.pdf
f1f085b0-4bec-4829-97ab-91b398895097,진행사항을 점검합니다. 사업 부문별 환경안전 회의에서는 기후변화를 포함한 사업장의 환경경영 이슈를 모니터링하고 주요 사안을 협의합니다. 에코협의회,"기후변화, 회의, 환경",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
77fc5855-b6af-4aa7-9ed4-8ae705541a01,삼성전자주식회사는 경제·사회·환경적 가치 창출 성과를 다양한 이해관계자와 투명하게 소통하기 위해 2024년 열일곱번째 지속가능경영보고서를 발간합니다.,"보고서, 경제, 환경",,0.85,삼성전자 지속가능경영보고서_2024.pdf
4130aa38-50d7-4d8a-b66d-bd826c51d672,"4) 차별 금지(노동인권) : 성별 등 개인특성에 따른 차별 금지(동등한 급여, 기회 제공 등), 차별 금지 정책 및 절차 수립, 종교행사 장소 제공 등","인권, 차별, 종교",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
56b29d00-425d-4171-a7b4-5bb526deb9c4,"자연재해로 인한 피해 복구 비용과 사업기회 손실 비용 발생이 예상되며, 기후변화 악화로 인해 이와 같은 비용이 증가할 것으로 예상됩니다. 삼성전자는 이런","기후변화, 비용, 자연재해",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
a5652b7b-cbcf-4b28-8b3f-1e744165cffa,기후변화 리스크는 파급 경로가 매우 복잡하며 광범위하게 영향을 미칠 것으로 예상됩니다. 삼성전자는 기후변화 시나리오에 따른 사회·경제적 변화로 인해,"기후변화, 변화, 영향",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
40e32b21-bc5f-47d8-884b-7ece3214a9a5,로 활동을 검토합니다. 2022년 9월에는 중장기 기후대응 및 자원순환 목표를 아우르는 전사 환경경영전략을 지속가능경영위원회에서 가결하였습니다.,"기후, 자원, 환경",,0.85,삼성전자 지속가능경영보고서_2024.pdf
6ed4635c-5b0d-41e2-ac3a-3bef426ceda3,"소비, 물 소비 등을 포함한 환경 목표, 대외 ESG 관련 약속 및 운영 전략 등을 들 수 있습니다. 이는","전략, 소비, 환경",,0.85,삼성전자 지속가능경영보고서_2024.pdf
d320eae1-1f42-4585-a367-9cf589961834,이외 회사의 환경법규 위반에 관한 제재 현황은 사업(반기) 보고서를 참고하여 주시기 바랍니다.,"보고서, 법규, 환경",,0.85,삼성전자 지속가능경영보고서_2024.pdf
aa005c29-fa56-4d22-81cc-2f16016131fd,"환율 변동, 세율 변동, 향후 입법의 영향, 환경 규제의 영향, 예기치 못한 사업 차질, 재무 보고에 있어","규제, 환율, 입법",,0.85,삼성전자 지속가능경영보고서_2024.pdf
095baac0-0350-4f91-a60b-bbc2f4e5e6f4,된 전사 협의체를 운영하여 환경경영 계획을 수립하고 이행 성과를 검토합니다. 또한 환경경영 TF는 기후변화 대응을 포함해 환경경영 실행과제를 수립하고,"기후변화, 환경, 계획",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
e87aedaf-8820-4d6b-a0d9-4ad8352c36f8,"1)  Aqueduct Water Risk Atlas 기준 : 수자원 양적 및 질적 데이터, 제도 및 평판 리스크 등 지표","데이터, 질적, 기준",,0.85,삼성전자 지속가능경영보고서_2024.pdf
b4af7e47-b526-45c1-8f90-8cfca886d826,"1) 수자원 리스크 국가별 사업장 수 : 인도(2), 멕시코(2), 폴란드(1), 이집트(1), 중국(1), 태국(1),","멕시코, 이집트, 인도",,0.85,삼성전자 지속가능경영보고서_2024.pdf
3991a63d-01ae-4c2d-a630-452f43f06b18,"누락과 2022년 6월 10일 폐수 유출과 관련하여 시정조치를 통보하였으며, 오스틴 법인이 웨이퍼 파쇄 장치에 대한 자체적인 환경 인증을 취득하고","오스틴, 인증, 환경",,0.85,삼성전자 지속가능경영보고서_2024.pdf
a3191282-5885-459d-a55d-552572536bb8,"삼성전자는 기후변화로 인한 위험과 기회를 평가하고 관리하기 위해 사업장 운영 측면에서는 온실가스 배출량, 에너지 사용량, 재생에너지 사용량, 온실가스","기후변화, 온실가스, 에너지",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
167fb954-5fe1-408d-b1b5-ea5169819ab8,"식하고 있습니다. 중기적으로는 소비패턴 변화와 재생에너지 사용 확대를 기회요인으로 예상하며, 기온상승과 같은 물리적 영향을 장기적인 리스크 요인으","변화, 재생에너지, 소비",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
c50ec888-d0b6-4500-bd47-ff427af3a1e6,삼성전자는 개인정보보호위원회로부터 2023년 8월 18일 「개인정보보호법」제29조(안전조치의무) 및 동법 시행령 제48,"개인정보보호법, 정보보호, 안전",GRI 418: Customer Privacy,0.85,삼성전자 지속가능경영보고서_2024.pdf
1cadf96d-758a-4350-abf9-030d6bf3fc9e,삼성전자 지속가능경영보고서 2024Our CompanyAppendixMateriality AssessmentFacts & Figures PrinciplePlanetPeople사업부문별 환경성과,"삼성, 보고서, 전자",,0.85,삼성전자 지속가능경영보고서_2024.pdf
a53094fd-2e4c-406b-9b55-688fe2d501d4,"기후변화 관련 위험을 관리하기 위해 전사 EHS 담당 부서는 에너지 사용, 온실가스 배출, 재생에너지 사용 및 기후영향 등을 모니터링합니다. 환경안전 회의","기후변화, 기후, 온실가스",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
ee5a8963-7787-4fb0-bc34-3f7a6c884b99,"지속가능경영협의회에서 전사 측면의 기후변화 리스크와 기회에 대한 논의를 하고, 관련 의사결정을 합니다. 또한 에코협의회에서는 기후변화로 인한 비즈니","기후변화, 가능, 기회",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
4dd3c431-0247-4efc-bf27-53e72da06e7e,"적극적인 기후변화 대응 시나리오의 경우, 장기적으로 에너지 등급이 낮은 제품의 매출 감소가 예상되며, 고효율 에어컨, 공기청정기, 건조기 등의 친환경 제","기후변화, 에어컨, 효율",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
6e87c8ac-ac78-4c6e-894f-143f3c1a50fe,세계자원연구소(WRI)의 Aqueduct Water Risk Atlas1) 등 국제적 수자원,"자원, 국제, 세계",,0.85,삼성전자 지속가능경영보고서_2024.pdf
657efca4-8227-44db-acb3-3941ce46bfbd,※  미국 텍사스 환경품질위원회(TCEQ)는 삼성전자 오스틴 법인(SAS)에 대해 2021년 6월18일 웨이퍼 파쇄 장치(Wafer Shredding)에 대한 신고,"삼성, 텍사스, 오스틴",,0.85,삼성전자 지속가능경영보고서_2024.pdf
776ce285-d397-4bbd-8c8f-4a7ff836108f,"있습니다. 이사회는 환경경영과 관련된 회사의 전략과 목표를 수립하고, 주요 활동을 감독하며, 특히 사외이사들로 구성된 지속가능경영위원회에서 정기적으","전략, 환경, 목표",,0.85,삼성전자 지속가능경영보고서_2024.pdf
ad23d02b-a6fc-43c1-9258-91fd6f259d07,KPI 항목 중 일부로 기후변화 관련 지표를 반영하였습니다. CEO는 주요 분야별 최고 책임자들과 함께 전사 지속가능경영협의회와 환경 분야 임원들로 구성,"기후변화, 환경, 임원",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
60e614f9-f70e-4ae4-8731-bdd77841b98b,"기후변화로 인한 리스크와 기회는 제품과 서비스는 물론 제조공정, 공급망, 연구개발, 기타 영업 활동까지 영향을 주고 있습니다. 삼성전자는 환경안전, 기후변","기후변화, 기후, 연구개발",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
334f1f67-4066-4b13-8a96-f11811feacbe,1) 보안 국제 공통 평가 기준 Common Criteria의 Evaluation Assurance Lab 인증,"인증, 국제, 보안",GRI 418: Customer Privacy,0.85,삼성전자 지속가능경영보고서_2024.pdf
8e7a219a-3181-43d6-a5d6-14fd882d6095,"3) 임금 및 복리후생(노동인권) : 정확한 임금 산정 및 지급, 급여명세서 제공 및 임금 체불 금지, 부당한 벌금제 금지, 사회보험료 등 원천징수액 납부 등","임금, 인권, 보험료",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
559708f6-f552-453c-89ae-f100473c6f93,"2)  에너지집약도 : 사업장 에너지사용량(MWh) ÷ 매출액(DX부문 매출(절대값) + DS부문 매출(절대값), 억 원)","에너지, 절대값, 용량",,0.85,삼성전자 지속가능경영보고서_2024.pdf
0612afc7-8373-4632-b613-a80f71f702d6,"1)  전기 평가 결과와 대비하여 정보보호 및 보안, 제품 품질 및 안전, 윤리경영이 새로운","정보보호, 안전, 품질",GRI 418: Customer Privacy,0.85,삼성전자 지속가능경영보고서_2024.pdf
920f5645-f88b-48d4-8bba-93fb47d6f24d,"5) 결사의 자유(노동인권) : 노조 설립 및 가입의 자유 보장, 단체교섭 권리 보장, 평화적 집회 권리 보장, 조합원 차별 금지 등","인권, 자유, 평화",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
f72e1f02-3cbe-4634-88ff-9e0dd7bc7aba,"엄격하게 관리하고 있습니다. 또한 환경안전 혁신DAY를 통해 SDC, SDI, 삼성전기, 삼성바이오로직스 등 삼성전자 관계사와 친환","삼성, 혁신, 안전",,0.85,삼성전자 지속가능경영보고서_2024.pdf
68f4f1a7-0a01-4d28-a9ca-dc9844668dd3,삼성전자 지속가능경영보고서 2024Our CompanyAppendixMateriality AssessmentFacts & Figures PrinciplePlanetPeople인권 실사,"삼성, 인권, 보고서",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
5de7c3a7-c59f-44ba-8a8e-21b8fd127684,글로벌 각 국가는 기후변화 대응을 위한 관련 규제를 강화하는 추세입니다. 삼성전자는 한국 온실가스 배출권거래제 규제 대상기업으로 규제 강화로 인해 온,"기후변화, 글로벌, 규제",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
cc1c430a-fb25-4064-b6e2-fbd6c86b7210,"삼성전자는 ISO 14001/50001 등 환경경영시스템을 기반으로 EHS, 마케팅, 영업, 컴플라이언스 등 유관 부서가 사업 운영, 제품 기획, 외부 동향 등 기후변화","기후변화, 마케팅, 환경",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
58673455-fa5c-4665-9355-4b52452d0712,"사업에 미치는 영향력을 파악하기 위해 노력하고 있습니다. 시나리오는 정부, 고객, 투자자 등 글로벌 이해관계자가 적극적으로 기후변화에 대응하는 시나리","기후변화, 글로벌, 투자자",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
09335fa7-0772-4468-84e3-b87b49557b9b,∙  UN 기업과 인권 이행 원칙(United Nations Guiding Principles on Business,"인권, 원칙, 기업",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
6fa151eb-a729-433d-8b21-931a2f6cb7aa,"2) 자발적 근로(노동인권) : 강제근로 금지 및 정책 수립, 근로 계약서 체결, 이동의 자유 보장, 신분증 원본 보관 금지 등","인권, 노동, 자유",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
309453fc-6fe7-4a5d-b525-745144060827,스마트폰(SM-S918)   2) 2019년 동일 성능·스펙 대비   3) 글로벌 환경안전 인증기관 UL의 'Zero Waste to Landfill' 인증    4) 순수 재생레진 비율 부품별로 상이    5) 2024년 1월 인증 완료,"인증, 스마트폰, 글로벌",,0.85,삼성전자 지속가능경영보고서_2024.pdf
fdcfe9ba-e582-4e74-9b87-a148914f5a01,삼성전자는 기후변화로 인한 위험과 기회 요인의 재무적 영향력을 파악하기 위해 리스크 요인을 전환리스크와 물리적 리스크로 구분하고 이로 인한 위험과,"기후변화, 위험, 영향력",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
59e9e4b2-e87b-46ee-89f8-66c902a0e70a,삼성전자 지속가능경영보고서 2024Our CompanyAppendixMateriality AssessmentFacts & Figures PrinciplePlanetPeople수자원 법규 리스크·기회 관리,"삼성, 보고서, 법규",,0.85,삼성전자 지속가능경영보고서_2024.pdf
866c0967-4db5-4288-8fb8-5d51302fe97c,RBA(Responsible Business Alliance)1) 제3자 점검 및 인권영향평가,"인권, 영향, 평가",GRI 412: Human Rights,0.85,삼성전자 지속가능경영보고서_2024.pdf
013c33bd-ef35-4f67-bb9e-f9de96196805,"로 예상합니다. 특히, 장기 리스크는 파리협정에 따른 국가별 감축계획, 기후변화에 관한 정부 간 협의체(IPCC, International Panel on Climate Change)","기후변화, 파리, 협정",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
dad7b479-a98d-4bdf-977e-986ee7226253,"단기적으로는 탄소배출권 가격 상승과 기상이변, 고효율 기술 도입을 잠재적인 리스크로 보고 있으며, 탄소배출권 확보와 에너지 비용절감을 기회요인으로 인","탄소배출권, 효율, 에너지",GRI 305: Emissions,0.85,삼성전자 지속가능경영보고서_2024.pdf
021102a7-1d7d-4d99-818f-de883ab0fa54,4) 부정 제보 : 삼성전자 윤리경영사이트(https://sec-audit.com) 집계기준,"삼성, 윤리경영, 기준",GRI 205: Anti-corruption,0.85,삼성전자 지속가능경영보고서_2024.pdf
5a4908f6-ffb2-4a7e-b637-1e7e1579e164,"및 이니셔티브, 예상되는 운영 환경 등에 대한 이해를 돕는 것을 목표로 하고 있습니다. 이와 같은","환경, 목표, 이해",,0.85,삼성전자 지속가능경영보고서_2024.pdf
00ca8e16-ad78-49df-9e39-20d9125cdebb,"또한 이 지속가능경영보고서는 당사의 지속가능성, 안전과 보건, 사이버 보안, 문화, 다양성, 형평성","안전, 보안, 문화",GRI 418: Customer Privacy,0.85,삼성전자 지속가능경영보고서_2024.pdf
17cddc1c-a9f9-4f78-ba96-11056edb61ec,"등 정기 회의체에서 글로벌 사업장에서 발생한 또는 발생이 예상되는 기후변화 이슈에 대해 논의하고, 관리 방안을 결정하여 실행합니다.","기후변화, 글로벌, 회의",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
49cb7af3-3e8f-4f35-8888-6610e5c4aafa,"화 및 에너지, 컴플라이언스 등 각 분야의 리스크 관리 프로세스와 매뉴얼에 따라 글로벌 사업장에서 발생하는 리스크를 상시 모니터링합니다.","글로벌, 에너지, 관리",,0.85,삼성전자 지속가능경영보고서_2024.pdf
461175ff-2872-41f7-8b85-29ecc6c63184,1)  2022년 12월 31일 자원순환법을 대체한 '순환경제사회 전환 촉진법'이 전부 개정되어 2024,"자원, 촉진법, 개정",,0.85,삼성전자 지속가능경영보고서_2024.pdf
5b804d24-f6ae-4ece-8e3c-8293aae3318c,"∙  근로자 급여 정보, 계약서, 정책 등 문서 검토 및 협력회사 근로자·관리자 인터뷰를 통해 근로환경에 대한 문제점과","인터뷰, 문서, 협력",,0.85,삼성전자 지속가능경영보고서_2024.pdf
99486ff4-93d8-4bdd-a26a-a9abb314adf5,삼성전자 지속가능경영보고서 2024Our CompanyAppendixMateriality AssessmentFacts & Figures PrinciplePlanetPeopleTCFD(기후변화 관련 재무정보공개 협의체) 대조표,"기후변화, 삼성, 보고서",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
8ec25d82-c64d-4d48-8273-d8e19de1d956,삼성전자 지속가능경영보고서 2024Our CompanyAppendixMateriality AssessmentFacts & Figures PrinciplePlanetPeople전사차원의 기후변화 대응 협력 활동,"삼성, 기후변화, 보고서",GRI 302: Energy,0.85,삼성전자 지속가능경영보고서_2024.pdf
fdb4b8f5-9e41-49f4-8fb8-ef964521765d,"경 활동을 위해 탄소중립, 오염저감, 자원순환, 수자원 등을 주제로 정기적으로 교류하고 있습니다. 삼성전자의 유해물질 관리 현","탄소, 오염, 자원",GRI 306: Waste,0.85,삼성전자 지속가능경영보고서_2024.pdf
